Iteration,Gamma,Beta,Energy,Wall Time,Ratio2Expt,ImprovOvRand
0,[ 0.20755731  1.05133219  0.91002957  0.4941643  -0.1699487 ],[ 1.23311819 -0.10632441  2.24301635  2.60371187 -0.67682825],5.1822886985583425,0.3736710548400879,-0.863714783093057,-0.863714783093057
1,[ 0.3008867   1.02319242  0.93092958  0.83046915 -0.24811369],[ 1.30826224  0.03424973  2.00770571  2.61924252 -0.56066984],1.6419695330022464,0.36866307258605957,-0.2736615888337077,-0.2736615888337077
2,[ 0.27808732  1.10683745  1.01602576  0.85248555 -0.32846548],[ 1.35158884 -0.08738977  2.03429612  2.72901858 -0.52653782],1.7843234078182488,0.37665724754333496,-0.2973872346363748,-0.2973872346363748
3,[ 0.22368778  1.07355921  1.02061254  0.95235737 -0.38775586],[ 1.47083939 -0.00822526  1.84185892  2.694743   -0.40918077],0.09653386278106163,0.3717517852783203,-0.01608897713017694,-0.01608897713017694
4,[ 0.18300848  0.9942873   0.93460645  0.62341909 -0.5218976 ],[ 1.41113966  0.07672863  1.92366082  2.96063443 -0.44058419],1.9184470241143712,0.38026905059814453,-0.31974117068572855,-0.31974117068572855
5,[ 0.15677388  1.00020413  0.93508766  0.64731262 -0.55999747],"[ 1.47660630e+00  1.82358539e-04  1.96964363e+00  2.97849429e+00
 -4.00200398e-01]",-1.6905061950062181,0.37781810760498047,0.28175103250103634,0.28175103250103634
6,[ 0.24904528  1.02786662  0.96277923  0.57962189 -0.62558317],[ 1.37518572  0.13996701  1.82372987  2.94302716 -0.43915243],-0.8483365318471041,0.39925122261047363,0.14138942197451734,0.14138942197451734
7,[ 0.05042046  1.07221431  1.04171865  0.58206089 -0.66413769],[ 1.49820246 -0.04559474  1.96131907  3.13678734 -0.34219208],3.0818188283316497,0.3461649417877197,-0.5136364713886082,-0.5136364713886082
8,[ 0.05464602  1.0370118   1.03900868  0.78492572 -0.45955442],[ 1.46812801  0.02052591  1.88500449  3.20794954 -0.37428019],1.2782712366430347,0.3652920722961426,-0.21304520610717245,-0.21304520610717245
9,[ 0.04836615  0.99248782  1.00122048  0.67428857 -0.65778764],[ 1.44682855  0.36085468  1.71948382  3.16811696 -0.36084779],5.394125137903771,0.3711559772491455,-0.8990208563172951,-0.8990208563172951
10,[ 0.34677848  1.21533604  1.08108784  0.71340447 -0.62282501],[ 1.43760111  0.16333899  1.84095806  3.04451777 -0.24270302],4.631868845056147,0.37158679962158203,-0.7719781408426911,-0.7719781408426911
11,[ 0.25636469  1.15064928  1.16859891  0.72884183 -0.66230745],[ 1.27498594  0.07043471  1.80209682  3.22359247 -0.15218861],1.2305939674259678,0.3797910213470459,-0.20509899457099465,-0.20509899457099465
12,[ 0.16105878  1.13850497  1.14943609  0.74727703 -0.63979345],[ 1.344603    0.01204975  1.76451927  3.15720617 -0.19923891],-1.371324859559326,0.3500711917877197,0.22855414325988765,0.22855414325988765
13,[ 0.24153652  1.14597789  1.15857985  0.66945224 -0.72162855],[ 1.29145826  0.11759837  1.76453928  3.21660685 -0.15357621],-1.0874865010274501,0.37726283073425293,0.1812477501712417,0.1812477501712417
14,[ 0.12879928  1.17173135  1.17281523  0.75827504 -0.64953979],[ 1.35021484  0.00372657  1.77655503  3.13883787 -0.12676545],-0.5956062202097036,0.36928319931030273,0.09926770336828393,0.09926770336828393
15,[ 0.23914207  1.19883635  1.19986171  0.68412562 -0.72305977],[ 1.31630331  0.11360864  1.72215596  3.21528271 -0.12413416],-0.7636140960157023,0.37233519554138184,0.12726901600261706,0.12726901600261706
16,[ 0.12731785  1.18215482  1.18706992  0.72618466 -0.6787134 ],[ 1.33907145  0.01392664  1.73590162  3.13426298 -0.1101076 ],-0.9054489926675091,0.3768949508666992,0.15090816544458485,0.15090816544458485
17,[ 0.20391837  1.19829266  1.20332175  0.68453591 -0.72030846],[ 1.31960604  0.08899237  1.71293912  3.19537508 -0.11582366],-1.3900311642817487,0.38180112838745117,0.23167186071362478,0.23167186071362478
18,[ 0.12558291  1.1836442   1.19326131  0.71073789 -0.69363038],[ 1.3327407   0.02473514  1.73039805  3.14610266 -0.09740261],-1.5977161604339556,0.387653112411499,0.2662860267389926,0.2662860267389926
19,[ 0.19594154  1.19947411  1.2079084   0.68490535 -0.71929041],[ 1.31975964  0.0823941   1.70558187  3.19009381 -0.11784159],-1.6300160477439862,0.34451889991760254,0.2716693412906644,0.2716693412906644
20,[ 0.13059286  1.18408911  1.19876099  0.70470376 -0.69804441],[ 1.32474251  0.02933334  1.72802274  3.1454034  -0.09576797],-1.697240290872063,0.3721120357513428,0.2828733818120105,0.2828733818120105
21,[ 0.18809219  1.19874229  1.21186446  0.68409313 -0.71850541],[ 1.31878233  0.07643019  1.70417946  3.19123178 -0.11827298],-1.725415291350911,0.3742232322692871,0.28756921522515183,0.28756921522515183
22,[ 0.13268534  1.18292319  1.2024217   0.6995096  -0.70123854],[ 1.31974694  0.0312337   1.72929375  3.14859161 -0.09382997],-1.7619945780063224,0.3788449764251709,0.29366576300105374,0.29366576300105374
23,[ 0.18454827  1.19759014  1.21488796  0.68260817 -0.71788246],[ 1.31791487  0.07177904  1.70301926  3.19223496 -0.12020526],-1.7721277965496935,0.405043363571167,0.2953546327582823,0.2953546327582823
24,[ 0.13533008  1.1813213   1.20514168  0.69556972 -0.70263606],[ 1.31571279  0.03110702  1.73063575  3.14975396 -0.09349117],-1.786169978887644,0.3966073989868164,0.297694996481274,0.297694996481274
25,[ 0.1819222   1.19588903  1.21722061  0.68082087 -0.71712092],[ 1.31732373  0.06727293  1.7026298   3.19359174 -0.1222348 ],-1.7946394568533002,0.3489570617675781,0.2991065761422167,0.2991065761422167
26,[ 0.13814726  1.17935539  1.20717269  0.69185487 -0.70346525],[ 1.31249235  0.03042911  1.73242133  3.15099437 -0.09348916],-1.8029920507669188,0.3775899410247803,0.3004986751278198,0.3004986751278198
27,[ 0.17988439  1.19385965  1.21897839  0.67895763 -0.71611559],[ 1.31715446  0.06282538  1.70249742  3.19506119 -0.12446583],-1.8098644170808564,0.38717007637023926,0.30164406951347605,0.30164406951347605
28,[ 0.14135344  1.17714468  1.20866738  0.68826633 -0.70388633],[ 1.30972574  0.02960978  1.73458952  3.15206915 -0.09358654],-1.8147172679993424,0.38326120376586914,0.3024528779998904,0.3024528779998904
29,[ 0.17794604  1.1916274   1.22027255  0.67720647 -0.71475559],[ 1.31753297  0.05832031  1.70236848  3.19674865 -0.12695001],-1.8198929320141983,0.3816518783569336,0.3033154886690331,0.3033154886690331
30,[ 0.14511984  1.1747281   1.209702    0.6846829  -0.7040455 ],[ 1.30713802  0.02906314  1.73729951  3.15291218 -0.09344528],-1.8221187242608086,0.34023284912109375,0.3036864540434681,0.3036864540434681
31,[ 0.17566491  1.18928656  1.22114487  0.67576857 -0.71287675],[ 1.31870392  0.05366744  1.70193826  3.19880581 -0.12981698],-1.8241774137751066,0.370089054107666,0.30402956896251776,0.30402956896251776
32,[ 0.14971031  1.17210122  1.21025742  0.68099867 -0.70401366],[ 1.30451809  0.02929151  1.74078201  3.15336578 -0.09264533],-1.8229563432876663,0.38417887687683105,0.30382605721461103,0.30382605721461103
33,[ 0.17250456  1.18686436  1.22148196  0.67490353 -0.71019908],[ 1.32113043  0.04886477  1.70083312  3.20142156 -0.13317392],-1.8187151263029762,0.3786790370941162,0.3031191877171627,0.3031191877171627
34,[ 0.15538842  1.1692374   1.21017482  0.67716739 -0.7037339 ],[ 1.30184956  0.0310497   1.74522269  3.15326038 -0.09061406],-1.8111915760429225,0.3751647472381592,0.3018652626738204,0.3018652626738204
35,[ 0.16796403  1.18426851  1.22085008  0.67493642 -0.70630075],[ 1.32550542  0.04432423  1.69867764  3.20463814 -0.13683651],-1.794848225271887,0.3784329891204834,0.29914137087864784,0.29914137087864784
36,[ 0.16191363  1.16617224  1.20912395  0.67346117 -0.70279291],[ 1.29969637  0.03531929  1.75023851  3.15258051 -0.0868359 ],-1.77653257816098,0.38161611557006836,0.29608876302683,0.29608876302683
37,[ 0.1624125   1.18127051  1.21837638  0.67602286 -0.70086146],[ 1.33219638  0.04165474  1.69557155  3.20776731 -0.1396954 ],-1.7436561542584361,0.351621150970459,0.29060935904307267,0.29060935904307267
38,[ 0.16724069  1.16313247  1.20673768  0.67090122 -0.70017477],[ 1.29970658  0.04247606  1.75389662  3.15179614 -0.0818384 ],-1.718008595706205,0.3759119510650635,0.2863347659510342,0.2863347659510342
39,[ 0.15874491  1.17799458  1.21364733  0.67748104 -0.69451253],[ 1.33940176  0.04394957  1.69288395  3.20879483 -0.13965232],-1.6842551502116807,0.3739778995513916,0.2807091917019468,0.2807091917019468
40,[ 0.16746621  1.16057963  1.20333363  0.67090997 -0.69501858],[ 1.30347922  0.05023705  1.75361749  3.15148192 -0.07824193],-1.6802408035162,0.37180066108703613,0.28004013391936666,0.28004013391936666
41,[ 0.16083179  1.17589086  1.20911964  0.67796797 -0.6890742 ],[ 1.34268918  0.05208915  1.69210922  3.20652999 -0.13676837],-1.6762554709020767,0.3788290023803711,0.27937591181701277,0.27937591181701277
42,[ 0.16226758  1.15934112  1.2011193   0.67372717 -0.68802342],[ 1.30908135  0.05387607  1.7506818   3.15087301 -0.07831742],-1.7061679356340136,0.3825957775115967,0.28436132260566893,0.28436132260566893
43,[ 0.16728965  1.17614007  1.20846466  0.67742795 -0.68533886],[ 1.34067211  0.06117655  1.6927291   3.20386813 -0.13473276],-1.7138588158040997,0.3455040454864502,0.28564313596734997,0.28564313596734997
44,[ 0.15652726  1.15948377  1.20204962  0.67769814 -0.68059966],[ 1.31226179  0.05220792  1.7487481   3.14916484 -0.08107584],-1.7369870049164498,0.36885881423950195,0.2894978341527416,0.2894978341527416
45,[ 0.17341623  1.17746475  1.2116236   0.67665072 -0.68233206],[ 1.33638274  0.06666006  1.69428766  3.20333188 -0.13488728],-1.7334739087129558,0.3863959312438965,0.28891231811882595,0.28891231811882595
46,[ 0.15354498  1.15980068  1.20519769  0.68047799 -0.67403658],[ 1.31193922  0.04856643  1.74850905  3.14773832 -0.08490887],-1.739769965078708,0.38284873962402344,0.2899616608464513,0.2899616608464513
47,[ 0.17686836  1.17802807  1.21608809  0.6756951  -0.67928132],[ 1.3321302   0.06813021  1.69685709  3.20393137 -0.13586312],-1.7348166793592397,0.37521791458129883,0.2891361132265399,0.2891361132265399
48,[ 0.15320412  1.1595338   1.20881938  0.68103132 -0.66905311],[ 1.30997336  0.04563694  1.74885094  3.14796217 -0.08905411],-1.7430978058061943,0.38751912117004395,0.29051630096769904,0.29051630096769904
49,[ 0.17792416  1.17716871  1.21990238  0.67432783 -0.67618616],[ 1.32869053  0.06715119  1.69997584  3.20433358 -0.13688107],-1.744296029796492,0.338925838470459,0.290716004966082,0.290716004966082
50,[ 0.15433376  1.15870109  1.21195865  0.67986619 -0.66546098],[ 1.3079606   0.04401211  1.74913778  3.14956172 -0.09304608],-1.7603425184255186,0.3737459182739258,0.29339041973758645,0.29339041973758645
51,[ 0.17765554  1.1752691   1.22249623  0.67268334 -0.67315659],[ 1.32620223  0.06520895  1.70306512  3.20416757 -0.13783065],-1.7659330612037023,0.37632274627685547,0.29432217686728374,0.29432217686728374
52,[ 0.15616087  1.15760384  1.21442261  0.67790195 -0.66273143],[ 1.30641994  0.04343467  1.74927224  3.15172725 -0.09665906],-1.7856116439153844,0.3763909339904785,0.29760194065256407,0.29760194065256407
53,[ 0.17677445  1.17293865  1.22407788  0.67110527 -0.67017367],[ 1.32454652  0.06308372  1.70587462  3.20355508 -0.13868128],-1.7926102077063408,0.385174036026001,0.2987683679510568,0.2987683679510568
