Iteration,Gamma,Beta,Energy,Wall Time,Ratio2Expt,ImprovOvRand
0,[0.29670429 1.36207467 0.63568133],[ 0.27200936 -0.48969104  0.90667975],11.629535599173733,0.87276291847229,-0.7268459749483583,-0.7268459749483583
1,[0.28993059 1.36565442 0.62854224],[ 0.26660315 -0.49690353  0.89747123],9.931954469381598,0.897956132888794,-0.6207471543363499,-0.6207471543363499
2,[0.28443624 1.36481769 0.62275896],[ 0.26311883 -0.50271486  0.88991221],8.919365615889946,0.7883560657501221,-0.5574603509931216,-0.5574603509931216
3,[0.27943055 1.36183932 0.6177232 ],[ 0.26042625 -0.50768142  0.88350032],8.144177721617984,0.8831791877746582,-0.509011107601124,-0.509011107601124
4,[0.27464934 1.35840543 0.61316356],[ 0.2580123  -0.51206063  0.87787842],7.458298628265414,0.8576302528381348,-0.4661436642665884,-0.4661436642665884
5,[0.27007812 1.35524883 0.60897036],[ 0.2556959  -0.51597779  0.8728344 ],6.831439408355051,0.8786931037902832,-0.42696496302219067,-0.42696496302219067
6,[0.26576137 1.35259103 0.60509804],[ 0.25343823 -0.51950724  0.8682429 ],6.26158932479291,0.8493340015411377,-0.39134933279955686,-0.39134933279955686
7,[0.2617373  1.35044938 0.60152274],[ 0.25125014 -0.52270257  0.86402562],5.749103091235252,0.8383302688598633,-0.35931894320220326,-0.35931894320220326
8,[0.25802598 1.3487676  0.59822672],[ 0.24915414 -0.52560673  0.86012932],5.2928355126259135,0.9059419631958008,-0.3308022195391196,-0.3308022195391196
9,[0.25463202 1.34746861 0.5951932 ],[ 0.24717015 -0.52825569  0.85651439],4.890138680620629,0.8892452716827393,-0.3056336675387893,-0.3056336675387893
10,[0.25154965 1.34647648 0.59240511],[ 0.24531132 -0.53068008  0.85314892],4.537295264103086,0.8732330799102783,-0.2835809540064429,-0.2835809540064429
11,[0.24876695 1.34572494 0.58984514],[ 0.24358409 -0.53290613  0.85000581],4.229941864290204,0.8962631225585938,-0.26437136651813775,-0.26437136651813775
12,[0.24626892 1.34515953 0.58749609],[ 0.24198966 -0.53495649  0.84706126],3.9634263611441884,0.8752660751342773,-0.24771414757151178,-0.24771414757151178
13,[0.24403925 1.34473676 0.58534131],[ 0.24052561 -0.53685075  0.844294  ],3.7330855325372814,0.8687078952789307,-0.23331784578358009,-0.23331784578358009
14,[0.24206149 1.34442246 0.58336496],[ 0.23918733 -0.53860598  0.84168486],3.534441729054214,0.8369588851928711,-0.22090260806588838,-0.22090260806588838
15,[0.24031966 1.34418996 0.58155212],[ 0.237969   -0.5402371   0.83921646],3.363327333182154,0.8954849243164062,-0.21020795832388461,-0.21020795832388461
16,[0.23879856 1.34401847 0.57988893],[ 0.2368643  -0.54175725  0.83687305],3.2159514081264273,0.8743648529052734,-0.2009969630079017,-0.2009969630079017
17,[0.23748397 1.34389181 0.57836257],[ 0.23586681 -0.54317799  0.83464033],3.088924095221698,0.8783760070800781,-0.19305775595135613,-0.19305775595135613
18,[0.23636268 1.34379744 0.5769612 ],[ 0.23497029 -0.54450959  0.83250533],2.9792525784539032,0.9276177883148193,-0.18620328615336895,-0.18620328615336895
19,[0.23542247 1.34372561 0.57567396],[ 0.23416886 -0.54576116  0.83045626],2.8843195304260103,0.8932149410247803,-0.18026997065162564,-0.18026997065162564
20,[0.23465208 1.34366882 0.57449088],[ 0.233457   -0.54694085  0.82848246],2.801851992184943,0.8904871940612793,-0.17511574951155895,-0.17511574951155895
21,[0.23404113 1.34362129 0.57340279],[ 0.23282969 -0.54805592  0.82657422],2.729886125060761,0.8544609546661377,-0.17061788281629756,-0.17061788281629756
22,[0.23358003 1.34357863 0.57240131],[ 0.23228233 -0.54911289  0.82472277],2.6667313409095805,0.8672730922698975,-0.16667070880684878,-0.16667070880684878
23,[0.2332599  1.34353758 0.57147872],[ 0.23181081 -0.55011762  0.82292018],2.6109359261283576,0.8712878227233887,-0.16318349538302235,-0.16318349538302235
24,[0.23307249 1.34349575 0.57062795],[ 0.23141141 -0.55107537  0.82115925],2.5612553207648547,0.8256392478942871,-0.16007845754780342,-0.16007845754780342
25,[0.2330101  1.34345148 0.56984248],[ 0.23108084 -0.55199088  0.81943351],2.516623586830257,0.8651137351989746,-0.15728897417689106,-0.15728897417689106
26,[0.23306549 1.3434037  0.56911631],[ 0.2308162  -0.55286844  0.81773712],2.4761282050011393,0.8366959095001221,-0.1547580128125712,-0.1547580128125712
27,[0.23323181 1.34335183 0.56844391],[ 0.23061491 -0.55371192  0.81606486],2.4389881028830285,0.8453640937805176,-0.15243675643018928,-0.15243675643018928
28,[0.23350256 1.34329572 0.56782014],[ 0.23047476 -0.55452479  0.81441204],2.404534687209368,0.8305530548095703,-0.1502834179505855,-0.1502834179505855
29,[0.23387151 1.34323555 0.56724029],[ 0.23039382 -0.55531022  0.81277452],2.3721955890474336,0.8711757659912109,-0.1482622243154646,-0.1482622243154646
30,[0.23433265 1.34317178 0.56669994],[ 0.23037042 -0.55607105  0.81114863],2.341480809591025,0.8398721218109131,-0.14634255059943907,-0.14634255059943907
31,[0.23488019 1.34310513 0.56619502],[ 0.23040315 -0.55680984  0.80953118],2.3119709574252667,0.8308389186859131,-0.14449818483907917,-0.14449818483907917
32,[0.23550845 1.34303656 0.5657217 ],[ 0.23049084 -0.5575289   0.80791938],2.283307285289231,0.8849639892578125,-0.14270670533057694,-0.14270670533057694
33,[0.23621192 1.34296716 0.56527644],[ 0.23063249 -0.55823031  0.80631087],2.255183258498505,0.8553988933563232,-0.14094895365615656,-0.14094895365615656
34,[0.23698516 1.34289821 0.56485592],[ 0.2308273  -0.55891592  0.80470368],2.227337414221387,0.849102258682251,-0.13920858838883668,-0.13920858838883668
35,[0.23782286 1.34283111 0.564457  ],[ 0.23107461 -0.55958739  0.80309617],2.1995472984150104,0.8482959270477295,-0.13747170615093815,-0.13747170615093815
36,[0.23871977 1.34276736 0.56407677],[ 0.23137387 -0.56024619  0.80148705],2.171624294211862,0.8910520076751709,-0.13572651838824137,-0.13572651838824137
37,[0.23967076 1.34270851 0.56371248],[ 0.23172468 -0.56089362  0.79987536],2.1434091813548863,0.882929801940918,-0.1339630738346804,-0.1339630738346804
38,[0.24067079 1.34265621 0.56336152],[ 0.23212669 -0.56153082  0.79826041],2.114768290714671,0.8588998317718506,-0.13217301816966695,-0.13217301816966695
39,[0.24171493 1.3426121  0.56302145],[ 0.23257963 -0.56215879  0.79664179],2.0855901409378386,0.8444709777832031,-0.1303493838086149,-0.1303493838086149
40,[0.24279838 1.34257784 0.56268997],[ 0.23308326 -0.56277836  0.79501931],2.0557824658449495,0.8352727890014648,-0.12848640411530934,-0.12848640411530934
41,[0.24391649 1.34255506 0.56236489],[ 0.23363739 -0.56339027  0.79339302],2.0252695612572755,0.8278930187225342,-0.12657934757857972,-0.12657934757857972
42,[0.24506477 1.34254534 0.56204416],[ 0.23424182 -0.56399512  0.79176316],1.9939898983345437,0.8677802085876465,-0.12462436864590898,-0.12462436864590898
43,[0.24623895 1.3425502  0.56172583],[ 0.23489634 -0.56459338  0.79013014],1.961893967043778,0.8342647552490234,-0.12261837294023613,-0.12261837294023613
44,[0.24743495 1.34257106 0.56140808],[ 0.2356007  -0.56518543  0.78849451],1.928942327787314,0.8503360748291016,-0.12055889548670712,-0.12055889548670712
45,[0.24864896 1.34260922 0.56108919],[ 0.23635462 -0.56577157  0.78685695],1.8951038612211935,0.8367753028869629,-0.11844399132632459,-0.11844399132632459
46,[0.24987742 1.34266584 0.56076755],[ 0.23715775 -0.56635197  0.78521825],1.860354215644946,0.8810427188873291,-0.11627213847780912,-0.11627213847780912
47,[0.25111705 1.34274192 0.56044167],[ 0.23800965 -0.56692674  0.78357927],1.8246744578532943,0.8356621265411377,-0.1140421536158309,-0.1140421536158309
48,[0.25236489 1.3428383  0.56011014],[ 0.23890982 -0.5674959   0.78194093],1.7880499369204281,0.8567078113555908,-0.11175312105752676,-0.11175312105752676
49,[0.25361829 1.34295558 0.5597717 ],[ 0.23985761 -0.56805939  0.7803042 ],1.7504693710672947,0.877471923828125,-0.10940433569170592,-0.10940433569170592
50,[0.25487492 1.34309421 0.55942517],[ 0.24085228 -0.56861709  0.77867008],1.711924165711219,0.8595800399780273,-0.10699526035695119,-0.10699526035695119
51,[0.25613279 1.34325439 0.55906952],[ 0.24189297 -0.56916882  0.77703957],1.6724079663190616,0.8515820503234863,-0.10452549789494135,-0.10452549789494135
52,[0.25739024 1.34343609 0.55870379],[ 0.24297864 -0.56971431  0.77541371],1.6319164432301887,0.8449368476867676,-0.1019947777018868,-0.1019947777018868
53,[0.25864593 1.3436391  0.5583272 ],[ 0.24410814 -0.57025328  0.77379349],1.590447297754012,0.8844332695007324,-0.09940295610962575,-0.09940295610962575
54,[0.25989884 1.34386295 0.55793904],[ 0.24528014 -0.57078538  0.77217991],1.5480004702551342,0.8664512634277344,-0.09675002939094589,-0.09675002939094589
55,[0.26114825 1.34410696 0.55753877],[ 0.24649318 -0.5713102   0.77057394],1.5045785223611476,0.8677361011505127,-0.09403615764757173,-0.09403615764757173
56,[0.26239371 1.34437028 0.55712596],[ 0.24774563 -0.57182732  0.76897653],1.4601871576305563,0.8494510650634766,-0.09126169735190977,-0.09126169735190977
57,[0.26363504 1.34465185 0.55670029],[ 0.24903568 -0.57233626  0.76738861],1.4148358387335427,0.8733832836151123,-0.08842723992084642,-0.08842723992084642
58,[0.26487227 1.34495045 0.55626161],[ 0.25036142 -0.57283655  0.76581106],1.3685384550588904,0.8629269599914551,-0.08553365344118065,-0.08553365344118065
59,[0.26610564 1.34526473 0.55580987],[ 0.25172074 -0.57332765  0.76424475],1.3213139931337503,0.8814241886138916,-0.0825821245708594,-0.0825821245708594
60,[0.26733552 1.3455932  0.55534515],[ 0.25311145 -0.57380904  0.7626905 ],1.2731871635714274,0.8442678451538086,-0.07957419772321421,-0.07957419772321421
61,[0.26856243 1.34593433 0.55486767],[ 0.25453121 -0.57428018  0.7611491 ],1.224188942422784,0.8644237518310547,-0.076511808901424,-0.076511808901424
62,[0.26978695 1.34628651 0.55437774],[ 0.2559776  -0.57474052  0.75962133],1.1743569914983774,0.8737900257110596,-0.07339731196864858,-0.07339731196864858
63,[0.2710097  1.34664811 0.55387581],[ 0.25744811 -0.57518953  0.75810792],1.123735930894627,0.8617548942565918,-0.07023349568091419,-0.07023349568091419
64,[0.27223133 1.34701751 0.55336242],[ 0.25894018 -0.57562667  0.75660958],1.0723774468422889,0.8303251266479492,-0.06702359042764305,-0.06702359042764305
65,[0.27345244 1.34739314 0.55283822],[ 0.2604512  -0.57605143  0.75512698],1.020340228238356,0.8250329494476318,-0.06377126426489725,-0.06377126426489725
66,[0.27467359 1.3477735  0.55230394],[ 0.26197856 -0.57646333  0.75366078],0.9676897349551485,0.8788180351257324,-0.060480608434696784,-0.060480608434696784
67,[0.27589526 1.34815714 0.55176041],[ 0.26351965 -0.5768619   0.75221161],0.9144978094833968,0.8400321006774902,-0.0571561130927123,-0.0571561130927123
68,[0.2771178  1.34854277 0.55120852],[ 0.26507189 -0.57724672  0.75078004],0.8608421500900415,0.8456282615661621,-0.053802634380627594,-0.053802634380627594
69,[0.27834147 1.34892917 0.55064923],[ 0.26663276 -0.5776174   0.74936666],0.8068056681400303,0.8273971080780029,-0.050425354258751894,-0.050425354258751894
70,[0.27956637 1.3493153  0.55008356],[ 0.26819979 -0.5779736   0.74797199],0.752475754491272,0.9070339202880859,-0.0470297346557045,-0.0470297346557045
71,[0.28079247 1.34970023 0.54951257],[ 0.26977061 -0.57831503  0.74659655],0.6979434801139901,0.9244258403778076,-0.04362146750712438,-0.04362146750712438
72,[0.28201961 1.35008316 0.54893737],[ 0.27134292 -0.57864145  0.74524081],0.6433027546825637,0.889854907989502,-0.04020642216766023,-0.04020642216766023
73,[0.28324747 1.35046345 0.5483591 ],[ 0.27291454 -0.57895268  0.74390522],0.588649464322331,0.8782658576965332,-0.03679059152014569,-0.03679059152014569
74,[0.2844756  1.35084059 0.54777892],[ 0.27448342 -0.57924858  0.74259018],0.5340806064756082,0.875187873840332,-0.03338003790472551,-0.03338003790472551
75,[0.28570344 1.35121416 0.54719801],[ 0.27604759 -0.57952907  0.74129606],0.4796934364510922,0.8645148277282715,-0.029980839778193262,-0.029980839778193262
76,[0.28693031 1.3515839  0.54661756],[ 0.27760523 -0.57979415  0.74002321],0.4255846370173743,0.8960928916931152,-0.026599039813585895,-0.026599039813585895
77,[0.28815544 1.35194962 0.54603876],[ 0.27915463 -0.58004384  0.73877191],0.37184951965773605,0.9438450336456299,-0.023240594978608503,-0.023240594978608503
78,[0.28937796 1.35231121 0.5454628 ],[ 0.28069421 -0.58027825  0.73754243],0.31858126395940695,0.8864717483520508,-0.019911328997462934,-0.019911328997462934
79,[0.29059695 1.35266866 0.54489087],[ 0.28222251 -0.58049751  0.73633497],0.2658702000983795,0.86289381980896,-0.01661688750614872,-0.01661688750614872
80,[0.29181145 1.35302201 0.54432412],[ 0.28373817 -0.58070182  0.73514971],0.21380313844574,0.9094500541687012,-0.01336269615285875,-0.01336269615285875
81,[0.29302044 1.35337135 0.5437637 ],[ 0.28523996 -0.58089143  0.73398676],0.16246274985300097,0.8658008575439453,-0.01015392186581256,-0.01015392186581256
82,[0.29422293 1.35371681 0.54321072],[ 0.28672677 -0.58106663  0.73284621],0.11192700002930818,0.8388123512268066,-0.006995437501831761,-0.006995437501831761
83,[0.29541787 1.35405855 0.54266628],[ 0.28819757 -0.58122774  0.73172808],0.06226864145485722,0.8901412487030029,-0.0038917900909285763,-0.0038917900909285763
84,[0.29660428 1.35439674 0.54213142],[ 0.28965145 -0.58137513  0.73063237],0.013554766344193746,0.8766491413116455,-0.0008471728965121091,-0.0008471728965121091
85,[0.29778115 1.35473158 0.54160714],[ 0.29108758 -0.5815092   0.72955901],-0.03415357583480112,0.8603568077087402,0.00213459848967507,0.00213459848967507
86,[0.29894755 1.35506326 0.5410944 ],[ 0.29250524 -0.58163039  0.72850789],-0.08080169295169805,0.8694891929626465,0.005050105809481128,0.005050105809481128
87,[0.30010256 1.35539197 0.54059411],[ 0.29390378 -0.58173914  0.72747886],-0.12634149396818578,0.9261093139648438,0.007896343373011611,0.007896343373011611
88,[0.30124533 1.3557179  0.54010713],[ 0.29528265 -0.58183593  0.72647172],-0.17073165954031938,0.8620789051055908,0.010670728721269961,0.010670728721269961
89,[0.30237508 1.35604123 0.53963425],[ 0.29664136 -0.58192126  0.72548622],-0.21393773801720484,0.873389720916748,0.013371108626075302,0.013371108626075302
90,[0.30349106 1.35636213 0.5391762 ],[ 0.2979795  -0.58199564  0.72452209],-0.2559321664570238,0.8562490940093994,0.01599576040356399,0.01599576040356399
91,[0.30459262 1.35668075 0.53873365],[ 0.29929674 -0.58205957  0.723579  ],-0.29669421751179065,0.8600771427154541,0.018543388594486915,0.018543388594486915
92,[0.30567917 1.35699725 0.53830722],[ 0.30059282 -0.5821136   0.72265659],-0.3362098743608067,0.8404040336608887,0.021013117147550418,0.021013117147550418
93,[0.30675019 1.35731174 0.53789743],[ 0.30186753 -0.58215824  0.72175445],-0.37447163723052457,0.8927891254425049,0.023404477326907785,0.023404477326907785
94,[0.30780524 1.35762433 0.53750475],[ 0.30312073 -0.58219402  0.72087217],-0.411478266355829,0.839637041091919,0.025717391647239313,0.025717391647239313
95,[0.30884396 1.35793514 0.53712959],[ 0.30435232 -0.58222147  0.72000926],-0.447234467447955,0.8466489315032959,0.027952154215497186,0.027952154215497186
96,[0.30986606 1.35824424 0.53677228],[ 0.30556228 -0.5822411   0.71916526],-0.48175052677908137,0.8466391563415527,0.030109407923692585,0.030109407923692585
97,[0.31087133 1.3585517  0.53643309],[ 0.30675063 -0.58225343  0.71833963],-0.5150419038256009,0.880244255065918,0.032190118989100056,0.032190118989100056
98,[0.3118596  1.35885758 0.53611221],[ 0.30791742 -0.58225897  0.71753183],-0.5471287899986627,0.8497650623321533,0.034195549374916416,0.034195549374916416
99,[0.31283082 1.35916193 0.53580978],[ 0.30906278 -0.58225819  0.71674133],-0.5780356423127173,0.8455796241760254,0.03612722764454483,0.03612722764454483
100,[0.31378497 1.3594648  0.53552588],[ 0.31018684 -0.58225159  0.71596753],-0.6077907008977358,0.9312689304351807,0.03798691880610849,0.03798691880610849
101,[0.3147221  1.3597662  0.53526051],[ 0.3112898  -0.58223962  0.71520984],-0.6364254990588654,0.8717520236968994,0.039776593691179085,0.039776593691179085
102,[0.31564232 1.36006617 0.53501363],[ 0.31237188 -0.58222273  0.71446769],-0.6639743741515296,0.8545701503753662,0.0414983983844706,0.0414983983844706
103,[0.31654582 1.3603647  0.53478514],[ 0.31343334 -0.58220136  0.71374044],-0.6904739869022645,0.8499789237976074,0.04315462418139153,0.04315462418139153
104,[0.31743279 1.36066183 0.53457489],[ 0.31447446 -0.58217591  0.71302751],-0.7159628560056612,0.8995020389556885,0.04474767850035383,0.04474767850035383
105,[0.31830352 1.36095754 0.5343827 ],[ 0.31549554 -0.5821468   0.71232826],-0.7404809139078377,0.888822078704834,0.046280057119239854,0.046280057119239854
106,[0.31915831 1.36125184 0.53420831],[ 0.31649693 -0.5821144   0.71164209],-0.7640690886912233,0.8705101013183594,0.04775431804320145,0.04775431804320145
107,[0.3199975  1.36154472 0.53405146],[ 0.31747897 -0.58207907  0.71096838],-0.7867689159470009,0.8664717674255371,0.04917305724668756,0.04917305724668756
108,[0.3208215  1.36183619 0.53391182],[ 0.31844204 -0.58204117  0.71030652],-0.8086221834977806,0.8662106990814209,0.05053888646861129,0.05053888646861129
109,[0.3216307  1.36212623 0.53378907],[ 0.31938652 -0.58200101  0.70965592],-0.829670610849855,0.8256440162658691,0.05185441317811594,0.05185441317811594
110,[0.32242556 1.36241483 0.53368281],[ 0.32031281 -0.58195892  0.70901597],-0.8499555643376279,0.9118871688842773,0.05312222277110174,0.05312222277110174
111,[0.32320653 1.36270199 0.53359267],[ 0.32122132 -0.58191518  0.70838609],-0.8695178080951138,0.8654088973999023,0.05434486300594461,0.05434486300594461
112,[0.32397411 1.3629877  0.53351822],[ 0.32211247 -0.58187007  0.70776572],-0.888397290264624,0.8568429946899414,0.055524830641539,0.055524830641539
113,[0.32472878 1.36327194 0.53345903],[ 0.32298669 -0.58182387  0.70715427],-0.9066329632396195,0.850318193435669,0.05666456020247622,0.05666456020247622
114,[0.32547107 1.36355472 0.53341465],[ 0.32384441 -0.5817768   0.70655121],-0.9242626362403681,0.873420000076294,0.057766414765023005,0.057766414765023005
115,[0.32620149 1.36383602 0.53338463],[ 0.32468604 -0.58172911  0.705956  ],-0.9413228581348663,0.8668067455291748,0.05883267863342914,0.05883267863342914
116,[0.32692058 1.36411585 0.53336851],[ 0.32551204 -0.58168102  0.70536812],-0.9578488281383795,0.8394091129302979,0.059865551758648716,0.059865551758648716
117,[0.32762886 1.36439419 0.53336581],[ 0.32632284 -0.58163272  0.70478707],-0.9738743318436918,0.9053168296813965,0.060867145740230735,0.060867145740230735
118,[0.32832688 1.36467105 0.53337606],[ 0.32711886 -0.58158441  0.70421235],-0.98943169994043,0.8582730293273926,0.061839481246276876,0.061839481246276876
119,[0.32901516 1.36494642 0.53339881],[ 0.32790053 -0.58153627  0.7036435 ],-1.0045517869634917,0.8705029487609863,0.06278448668521823,0.06278448668521823
120,[0.32969424 1.36522031 0.53343357],[ 0.32866829 -0.58148846  0.70308006],-1.0192639674551263,0.833359956741333,0.06370399796594539,0.06370399796594539
121,[0.33036464 1.36549272 0.53347989],[ 0.32942255 -0.58144113  0.7025216 ],-1.0335961470211703,0.9156217575073242,0.06459975918882314,0.06459975918882314
122,[0.3310269  1.36576366 0.53353731],[ 0.33016373 -0.58139444  0.70196768],-1.0475747858965747,0.8891561031341553,0.06547342411853592,0.06547342411853592
123,[0.33168152 1.36603313 0.53360538],[ 0.33089224 -0.58134851  0.70141791],-1.0612249327988252,0.877068042755127,0.06632655829992658,0.06632655829992658
124,[0.33232902 1.36630114 0.53368366],[ 0.33160848 -0.58130348  0.70087191],-1.0745702670303319,0.8558990955352783,0.06716064168939574,0.06716064168939574
125,[0.33296989 1.36656771 0.53377171],[ 0.33231284 -0.58125945  0.7003293 ],-1.0876331469840954,0.8496799468994141,0.06797707168650596,0.06797707168650596
126,[0.33360463 1.36683285 0.53386913],[ 0.33300572 -0.58121653  0.69978973],-1.100434663403543,0.872481107711792,0.06877716646272143,0.06877716646272143
127,[0.3342337  1.36709657 0.5339755 ],[ 0.33368748 -0.58117482  0.69925286],-1.1129946959427588,0.8962430953979492,0.06956216849642242,0.06956216849642242
128,[0.33485759 1.36735888 0.53409043],[ 0.33435851 -0.58113442  0.69871837],-1.1253319717614654,0.8711528778076172,0.07033324823509159,0.07033324823509159
129,[0.33547674 1.36761981 0.53421353],[ 0.33501916 -0.5810954   0.69818597],-1.1374641250681474,0.871661901473999,0.07109150781675921,0.07109150781675921
130,[0.33609161 1.36787938 0.53434443],[ 0.33566978 -0.58105785  0.69765535],-1.1494077566909695,0.851938009262085,0.0718379847931856,0.0718379847931856
131,[0.33670262 1.3681376  0.53448278],[ 0.33631072 -0.58102183  0.69712625],-1.1611784929089302,0.8952770233154297,0.07257365580680813,0.07257365580680813
132,[0.3373102  1.3683945  0.53462823],[ 0.33694231 -0.58098741  0.69659841],-1.1727910429140938,0.8514230251312256,0.07329944018213086,0.07329944018213086
133,[0.33791474 1.36865009 0.53478045],[ 0.33756488 -0.58095466  0.69607158],-1.1842592543987955,0.8440730571746826,0.07401620339992472,0.07401620339992472
134,[0.33851666 1.36890441 0.53493913],[ 0.33817873 -0.58092362  0.69554553],-1.1955961668705641,0.8753678798675537,0.07472476042941026,0.07472476042941026
135,[0.33911633 1.36915747 0.53510397],[ 0.33878417 -0.58089436  0.69502004],-1.2068140623919952,0.8694531917572021,0.0754258788994997,0.0754258788994997
136,[0.33971411 1.36940929 0.53527466],[ 0.3393815  -0.5808669   0.69449492],-1.2179245135243875,0.8685867786407471,0.07612028209527422,0.07612028209527422
137,[0.34031037 1.36965991 0.53545095],[ 0.33997101 -0.5808413   0.69396996],-1.228938428322549,0.8511099815368652,0.07680865177015932,0.07680865177015932
138,[0.34090545 1.36990933 0.53563255],[ 0.34055296 -0.58081759  0.69344498],-1.2398660922863443,0.9100198745727539,0.07749163076789652,0.07749163076789652
139,[0.34149969 1.3701576  0.53581922],[ 0.34112764 -0.58079581  0.69291982],-1.2507172072221115,0.8678309917449951,0.07816982545138197,0.07816982545138197
