Iteration,Gamma,Beta,Energy,Wall Time,Ratio2Expt,ImprovOvRand
0,[0.30707703 1.35266462 0.64572623],[ 0.28149447 -0.47937681  0.91637885],-0.8672438680246307,0.15784907341003418,0.17344877360492614,0.20807194530341427
1,[0.3074469  1.35324902 0.6457703 ],[ 0.28098569 -0.47906436  0.91607874],-0.8762114060034212,0.15880584716796875,0.17524228120068425,0.21022346593172292
2,[0.30781388 1.35382784 0.64581354],[ 0.28048298 -0.4787537   0.91577941],-0.8850259423646026,0.11717891693115234,0.17700518847292052,0.21233827791857068
3,[0.30817795 1.3544011  0.64585595],[ 0.27998634 -0.47844487  0.91548086],-0.8936886381621688,0.13957500457763672,0.17873772763243376,0.2144166598277756
4,[0.30853909 1.35496879 0.64589752],[ 0.27949575 -0.47813787  0.91518309],-0.9022007208615186,0.11769700050354004,0.18044014417230372,0.21645890615679428
5,[0.30889729 1.35553093 0.64593826],[ 0.2790112  -0.47783273  0.9148861 ],-0.9105634807557805,0.14233803749084473,0.1821126961511561,0.21846532647691472
6,[0.30925252 1.35608753 0.64597814],[ 0.27853267 -0.47752945  0.91458987],-0.9187782674148941,0.11481904983520508,0.18375565348297881,0.22043624458130856
7,[0.30960478 1.35663858 0.64601719],[ 0.27806013 -0.47722806  0.91429441],-0.9268464861746213,0.14036297798156738,0.18536929723492426,0.22237199764266344
8,[0.30995405 1.35718411 0.64605538],[ 0.27759356 -0.47692856  0.91399972],-0.9347695946719893,0.11468219757080078,0.18695391893439786,0.2242729353819552
9,[0.31030033 1.35772413 0.64609271],[ 0.27713294 -0.47663097  0.91370578],-0.9425490994332648,0.1406400203704834,0.18850981988665297,0.22613941924982361
10,[0.3106436  1.35825865 0.6461292 ],[ 0.27667825 -0.47633529  0.9134126 ],-0.9501865525200396,0.11436128616333008,0.1900373105040079,0.22797182162189047
11,[0.31098385 1.35878769 0.64616483],[ 0.27622945 -0.47604154  0.91312017],-0.9576835482385023,0.14555692672729492,0.19153670964770048,0.2297705250092376
12,[0.31132108 1.35931126 0.6461996 ],[ 0.27578652 -0.47574972  0.9128285 ],-0.9650417199165474,0.11498713493347168,0.1930083439833095,0.23153592128516012
13,[0.31165528 1.3598294  0.64623351],[ 0.27534944 -0.47545985  0.91253757],-0.9722627367528252,0.13766884803771973,0.19445254735056502,0.2332684109291807
14,[0.31198645 1.3603421  0.64626657],[ 0.27491816 -0.47517191  0.91224738],-0.9793483007414754,0.1498570442199707,0.19586966014829507,0.23496840228922153
15,[0.31231459 1.36084941 0.64629876],[ 0.27449265 -0.47488593  0.91195792],-0.9863001436757789,0.11781883239746094,0.19726002873515577,0.23663631086271086
16,[0.3126397  1.36135133 0.6463301 ],[ 0.27407289 -0.47460189  0.91166921],-0.9931200242335594,0.14908313751220703,0.1986240048467119,0.23827255859730312
17,[0.31296177 1.36184791 0.64636059],[ 0.27365884 -0.47431982  0.91138122],-0.9998097251467807,0.11732316017150879,0.19996194502935613,0.2398775732117996
18,[0.3132808  1.36233915 0.64639022],[ 0.27325047 -0.4740397   0.91109396],-1.0063710504573666,0.1428999900817871,0.20127421009147334,0.2414517875377559
19,[0.3135968  1.36282509 0.64641899],[ 0.27284773 -0.47376153  0.91080742],-1.012805822860898,0.11638498306274414,0.2025611645721796,0.24299563888217324
20,[0.31390978 1.36330576 0.64644691],[ 0.27245059 -0.47348533  0.9105216 ],-1.0191158811394991,0.13897705078125,0.20382317622789983,0.24450956841158808
21,[0.31421972 1.36378119 0.64647398],[ 0.27205901 -0.47321108  0.91023649],-1.0253030776849048,0.11607789993286133,0.20506061553698096,0.24599402055779865
22,[0.31452665 1.3642514  0.64650021],[ 0.27167295 -0.47293878  0.9099521 ],-1.0313692761123172,0.13876891136169434,0.20627385522246344,0.2474494424453736
23,[0.31483056 1.36471642 0.64652559],[ 0.27129238 -0.47266843  0.90966841],-1.0373163489654498,0.11467695236206055,0.20746326979308996,0.2488762833410388
24,[0.31513147 1.3651763  0.64655013],[ 0.27091725 -0.47240002  0.90938542],-1.0431461755128129,0.1370859146118164,0.20862923510256257,0.2502749941249551
25,[0.31542937 1.36563105 0.64657383],[ 0.27054752 -0.47213356  0.90910313],-1.0488606396350488,0.11410307884216309,0.20977212792700978,0.2516460267838409
26,[0.31572429 1.36608072 0.64659669],[ 0.27018315 -0.47186903  0.90882153],-1.0544616278028676,0.1398468017578125,0.21089232556057352,0.25298983392583196
27,[0.31601622 1.36652533 0.64661873],[ 0.2698241  -0.47160643  0.90854063],-1.0599510271449994,0.11509084701538086,0.21199020542899988,0.25430686831693844
28,[0.31630518 1.36696493 0.64663993],[ 0.26947032 -0.47134575  0.90826041],-1.0653307236051597,0.13570618629455566,0.21306614472103194,0.2555975824388579
29,[0.31659118 1.36739955 0.64666032],[ 0.26912177 -0.47108699  0.90798087],-1.070602600187153,0.13946318626403809,0.2141205200374306,0.25686242806793497
30,[0.31687423 1.36782922 0.64667988],[ 0.26877841 -0.47083013  0.90770201],-1.075768535286701,0.11558103561401367,0.21515370705734022,0.25810185587492823
31,[0.31715435 1.36825399 0.64669863],[ 0.26844019 -0.47057517  0.90742383],-1.0808304011087624,0.14058804512023926,0.2161660802217525,0.25931631504528846
32,[0.31743155 1.36867388 0.64671657],[ 0.26810706 -0.47032209  0.90714631],-1.0857900621686878,0.11584210395812988,0.21715801243373756,0.2605062529195508
33,[0.31770583 1.36908894 0.64673371],[ 0.26777898 -0.47007089  0.90686946],-1.0906493738756828,0.13955402374267578,0.21812987477513657,0.2616721146534748
34,[0.31797723 1.36949921 0.64675005],[ 0.26745591 -0.46982156  0.90659327],-1.0954101811967136,0.11320018768310547,0.21908203623934272,0.26281434289748407
35,[0.31824574 1.36990472 0.6467656 ],[ 0.2671378  -0.46957408  0.90631774],-1.1000743173990155,0.13749289512634277,0.2200148634798031,0.2639333774949653
36,[0.31851139 1.37030551 0.64678036],[ 0.2668246  -0.46932844  0.90604286],-1.1046436028692868,0.11338329315185547,0.22092872057385735,0.26502965519896515
37,[0.3187742  1.37070163 0.64679434],[ 0.26651626 -0.46908463  0.90576863],-1.1091198440075403,0.13682889938354492,0.22182396880150806,0.2661036094067995
38,[0.31903417 1.37109311 0.64680754],[ 0.26621275 -0.46884264  0.90549505],-1.1135048321934744,0.11479783058166504,0.2227009664386949,0.26715566991206197
39,[0.31929133 1.37147999 0.64681997],[ 0.265914   -0.46860246  0.9052221 ],-1.1178003428233139,0.13689613342285156,0.22356006856466276,0.2681862626735398
40,[0.3195457  1.37186232 0.64683164],[ 0.26561998 -0.46836407  0.9049498 ],-1.1220081344148964,0.11634516716003418,0.2244016268829793,0.269195809600503
41,[0.31979728 1.37224013 0.64684256],[ 0.26533064 -0.46812745  0.90467812],-1.1261299477788032,0.14140892028808594,0.22522598955576062,0.2701847283538395
42,[0.32004611 1.37261347 0.64685272],[ 0.26504593 -0.4678926   0.90440708],-1.1301675052533688,0.14438772201538086,0.22603350105067377,0.27115343216251653
43,[0.3202922  1.37298238 0.64686214],[ 0.26476581 -0.46765949  0.90413665],-1.1341225100012595,0.11377215385437012,0.2268245020002519,0.27210232965481274
44,[0.32053557 1.37334689 0.64687082],[ 0.26449022 -0.46742812  0.90386685],-1.1379966453654513,0.13966989517211914,0.22759932907309027,0.2730318247038031
45,[0.32077624 1.37370705 0.64687877],[ 0.26421911 -0.46719847  0.90359767],-1.1417915742823086,0.11309003829956055,0.2283583148564617,0.27394231628654236
46,[0.32101422 1.37406291 0.64688599],[ 0.26395245 -0.46697052  0.9033291 ],-1.145508938749639,0.13775205612182617,0.22910178774992782,0.2748341983564393
47,[0.32124955 1.3744145  0.6468925 ],[ 0.26369019 -0.46674425  0.90306114],-1.1491503593473813,0.1129758358001709,0.22983007186947627,0.27570785972825845
48,[0.32148223 1.37476187 0.64689831],[ 0.26343227 -0.46651966  0.90279378],-1.1527174348088711,0.13994288444519043,0.23054348696177424,0.276563683975257
49,[0.32171229 1.37510505 0.6469034 ],[ 0.26317864 -0.46629672  0.90252703],-1.1562117416404327,0.11303281784057617,0.23124234832808654,0.27740204933791573
50,[0.32193976 1.3754441  0.64690781],[ 0.26292928 -0.46607543  0.90226087],-1.1596348337871945,0.1371629238128662,0.2319269667574389,0.27822332864376065
51,[0.32216465 1.37577904 0.64691152],[ 0.26268411 -0.46585575  0.9019953 ],-1.1629882423430888,0.11386489868164062,0.23259764846861777,0.2790278892377852
52,[0.32238698 1.37610993 0.64691456],[ 0.26244311 -0.46563768  0.90173033],-1.1662734753028388,0.13673806190490723,0.23325469506056776,0.27981609292294596
53,[0.32260677 1.3764368  0.64691692],[ 0.26220621 -0.4654212   0.90146594],-1.1694920173540881,0.11327409744262695,0.23389840347081764,0.28058829591028983
54,[0.32282405 1.37675971 0.64691861],[ 0.26197339 -0.46520629  0.90120213],-1.172645329707556,0.13651037216186523,0.2345290659415112,0.2813448487782044
55,[0.32303884 1.37707868 0.64691965],[ 0.26174458 -0.46499294  0.9009389 ],-1.1757348499633902,0.1138908863067627,0.23514696999267803,0.2820860964403527
56,[0.32325116 1.37739376 0.64692003],[ 0.26151974 -0.46478112  0.90067624],-1.1787619920117824,0.13615989685058594,0.23575239840235648,0.2828123781218288
57,[0.32346104 1.377705   0.64691978],[ 0.26129883 -0.46457083  0.90041416],-1.1817281459660376,0.1384599208831787,0.2363456291932075,0.2835240273430992
58,[0.32366848 1.37801242 0.64691888],[ 0.2610818  -0.46436204  0.90015264],-1.184634678126315,0.11611795425415039,0.236926935625263,0.284221371911304
59,[0.32387353 1.37831609 0.64691736],[ 0.26086861 -0.46415474  0.89989169],-1.1874829309723465,0.14052104949951172,0.23749658619446928,0.28490473391850923
60,[0.32407619 1.37861603 0.64691522],[ 0.26065921 -0.4639489   0.89963129],-1.1902742231833887,0.11345410346984863,0.23805484463667775,0.2855744297464944
61,[0.3242765  1.37891229 0.64691246],[ 0.26045355 -0.46374452  0.89937146],-1.1930098496838724,0.13830995559692383,0.23860196993677446,0.2862307700777045
62,[0.32447447 1.37920491 0.6469091 ],[ 0.26025159 -0.46354158  0.89911217],-1.1956910817131432,0.11348295211791992,0.23913821634262863,0.2868740599119825
63,[0.32467013 1.37949393 0.64690514],[ 0.26005329 -0.46334005  0.89885344],-1.1983191669177748,0.1386709213256836,0.23966383338355496,0.2875045985887176
64,[0.32486349 1.37977939 0.64690059],[ 0.2598586  -0.46313992  0.89859525],-1.2008953294650173,0.11531615257263184,0.24017906589300347,0.28812267981406364
65,[0.32505459 1.38006133 0.64689545],[ 0.25966748 -0.46294117  0.8983376 ],-1.2034207701759858,0.13646197319030762,0.24068415403519716,0.28872859169289483
66,[0.32524345 1.38033979 0.64688974],[ 0.25947988 -0.46274379  0.8980805 ],-1.2058966666772113,0.11327195167541504,0.24117933333544225,0.28932261676516585
67,[0.32543008 1.38061481 0.64688347],[ 0.25929577 -0.46254776  0.89782393],-1.2083241735692865,0.1364002227783203,0.2416648347138573,0.2899050320463739
68,[0.32561451 1.38088643 0.64687663],[ 0.25911509 -0.46235306  0.89756789],-1.2107044226113362,0.11313104629516602,0.24214088452226723,0.2904761090718177
69,[0.32579676 1.38115469 0.64686924],[ 0.25893781 -0.46215967  0.89731238],-1.2130385229201504,0.13614916801452637,0.24260770458403008,0.2910361139443739
70,[0.32597685 1.38141963 0.64686131],[ 0.25876388 -0.46196759  0.89705739],-1.2153275611828092,0.13909101486206055,0.24306551223656184,0.2915853073855108
71,[0.32615482 1.38168129 0.64685283],[ 0.25859327 -0.46177678  0.89680293],-1.2175726018817172,0.11326789855957031,0.24351452037634344,0.29212394478927955
72,[0.32633067 1.3819397  0.64684383],[ 0.25842592 -0.46158723  0.89654899],-1.219774687531034,0.13826799392700195,0.2439549375062068,0.29265227627903884
73,[0.32650444 1.38219491 0.6468343 ],[ 0.25826181 -0.46139893  0.89629557],-1.2219348389234248,0.11285114288330078,0.24438696778468497,0.2931705467666566
74,[0.32667613 1.38244696 0.64682426],[ 0.25810088 -0.46121186  0.89604266],-1.22405405538628,0.1408069133758545,0.244810811077256,0.29367899601398273
75,[0.32684579 1.38269587 0.64681371],[ 0.2579431  -0.46102601  0.89579026],-1.2261333150464317,0.11591315269470215,0.24522666300928636,0.29417785869636076
76,[0.32701342 1.38294169 0.64680266],[ 0.25778842 -0.46084135  0.89553836],-1.2281735751025205,0.13824892044067383,0.2456347150205041,0.29466736446797515
77,[0.32717905 1.38318446 0.64679112],[ 0.25763682 -0.46065787  0.89528697],-1.2301757721042246,0.11356902122497559,0.24603515442084492,0.29514773802884464
78,[0.32734271 1.38342422 0.64677909],[ 0.25748824 -0.46047556  0.89503608],-1.232140822237525,0.13699102401733398,0.24642816444750498,0.2956191991932641
79,[0.32750441 1.38366099 0.64676658],[ 0.25734265 -0.46029439  0.89478569],-1.2340696216153144,0.11400294303894043,0.24681392432306287,0.2960819629595284
