Iteration,Gamma,Beta,Energy,Wall Time,Ratio2Expt,ImprovOvRand
0,[0.29670429],[1.36207466],-1.1888700509698122,0.1400132179260254,0.07430437818561327,0.07430437818561327
1,[0.28672415],[1.37193438],-1.4732368366268895,0.1373589038848877,0.0920773022891806,0.0920773022891806
2,[0.27678342],[1.38147348],-1.7221115335094432,0.10940814018249512,0.1076319708443402,0.1076319708443402
3,[0.2669066],[1.39040555],-1.9336704821227062,0.1396019458770752,0.12085440513266914,0.12085440513266914
4,[0.25712265],[1.39831711],-2.107965317750989,0.10815882682800293,0.13174783235943682,0.13174783235943682
5,[0.24746385],[1.40471066],-2.247908578591423,0.13650083541870117,0.14049428616196394,0.14049428616196394
6,[0.23796387],[1.40915379],-2.359872074788562,0.10695981979370117,0.14749200467428514,0.14749200467428514
7,[0.22865592],[1.41145651],-2.452721466453969,0.12993097305297852,0.15329509165337307,0.15329509165337307
8,[0.21957192],[1.41171327],-2.5350189091494935,0.13385701179504395,0.15843868182184334,0.15843868182184334
9,[0.21074284],[1.41019493],-2.6124119388310487,0.10695815086364746,0.16327574617694054,0.16327574617694054
10,[0.20219979],[1.40722088],-2.6871167406132135,0.13230323791503906,0.16794479628832584,0.16794479628832584
11,[0.193975],[1.40308765],-2.7589669111735717,0.10642218589782715,0.17243543194834823,0.17243543194834823
12,[0.1861023],[1.39804739],-2.826669343289477,0.13434910774230957,0.17666683395559232,0.17666683395559232
13,[0.17861696],[1.39230968],-2.8886662598784167,0.1049191951751709,0.18054164124240105,0.18054164124240105
14,[0.17155494],[1.38605024],-2.9436029285003578,0.1357429027557373,0.18397518303127236,0.18397518303127236
15,[0.16495165],[1.37941988],-2.990541225867732,0.10300707817077637,0.18690882661673325,0.18690882661673325
16,[0.15884036],[1.37255171],-3.02902777614601,0.12821364402770996,0.1893142360091256,0.1893142360091256
17,[0.15325031],[1.36556633],-3.0590794906488727,0.10414004325866699,0.19119246816555455,0.19119246816555455
18,[0.14820493],[1.35857544],-3.081121442326139,0.12996196746826172,0.19257009014538368,0.19257009014538368
19,[0.14372012],[1.35168406],-3.095898508464928,0.13261914253234863,0.193493656779058,0.193493656779058
20,[0.13980291],[1.34499178],-3.104376153257315,0.10732197761535645,0.1940235095785822,0.1940235095785822
21,[0.13645072],[1.33859311],-3.107642620351305,0.13361096382141113,0.19422766377195655,0.19422766377195655
22,[0.13365111],[1.33257717],-3.1068222948899775,0.10578107833862305,0.1941763934306236,0.1941763934306236
23,[0.13138223],[1.32702669],-3.103006986204303,0.1310281753540039,0.19393793663776893,0.19393793663776893
24,[0.1296139],[1.32201648],-3.0972081520348027,0.10614299774169922,0.19357550950217517,0.19357550950217517
25,[0.12830905],[1.31761148],-3.090329083464665,0.13438177108764648,0.19314556771654157,0.19314556771654157
26,[0.12742557],[1.31386472],-3.0831526815662893,0.13543391227722168,0.19269704259789308,0.19269704259789308
27,[0.12691834],[1.31081529],-3.0763385997034245,0.10605692863464355,0.19227116248146403,0.19227116248146403
28,[0.12674116],[1.30848675],-3.0704236920494075,0.13403534889221191,0.19190148075308797,0.19190148075308797
29,[0.12684868],[1.30688625],-3.0658216779291725,0.11211991310119629,0.19161385487057328,0.19161385487057328
30,[0.12719791],[1.30600443],-3.06282082377398,0.13799381256103516,0.19142630148587375,0.19142630148587375
31,[0.12774956],[1.30581615],-3.0615811114961797,0.10819482803344727,0.19134881946851123,0.19134881946851123
32,[0.12846886],[1.30628192],-3.0621338961180027,0.1310288906097412,0.19138336850737517,0.19138336850737517
33,[0.129326],[1.30734978],-3.0643871339070716,0.10687780380249023,0.19152419586919198,0.19152419586919198
34,[0.13029622],[1.30895748],-3.068138161951353,0.1296858787536621,0.19175863512195956,0.19175863512195956
35,[0.13135945],[1.31103457],-3.0730943460074527,0.10678291320800781,0.1920683966254658,0.1920683966254658
36,[0.13249977],[1.31350448],-3.0789003041876155,0.12762093544006348,0.19243126901172597,0.19243126901172597
37,[0.13370459],[1.31628641],-3.0851692594608107,0.13596487045288086,0.19282307871630067,0.19282307871630067
38,[0.13496373],[1.31929706],-3.09151550514565,0.10604119300842285,0.19321971907160312,0.19321971907160312
39,[0.13626848],[1.32245234],-3.097584919800505,0.13200592994689941,0.19359905748753156,0.19359905748753156
40,[0.13761068],[1.32566903],-3.103080792462729,0.10612702369689941,0.19394254952892057,0.19394254952892057
41,[0.13898189],[1.32886653],-3.1077827747034013,0.1320791244506836,0.19423642341896258,0.19423642341896258
42,[0.14037276],[1.33196877],-3.1115574753950503,0.10536408424377441,0.19447234221219065,0.19447234221219065
43,[0.14177249],[1.33490607],-3.114360026622768,0.13599324226379395,0.194647501663923,0.194647501663923
44,[0.14316858],[1.33761714],-3.1162268669738395,0.1341698169708252,0.19476417918586497,0.19476417918586497
45,[0.14454672],[1.34005084],-3.117260975561408,0.10674476623535156,0.194828810972588,0.194828810972588
46,[0.14589092],[1.34216768],-3.1176117395831118,0.13382220268249512,0.19485073372394449,0.19485073372394449
